147615735075340	talk_start	
147615735358156	talk_end	
147615735401559	talk_start	
147615735766780	talk_end	
147615735774980	talk_start	
147615735864985	talk_end	
147615736778337	talk_start	
147615736924946	talk_end	
147615738216620	talk_start	
147615738444733	talk_end	
147615743305111	talk_start	
147615743431718	talk_end	
147615743653531	talk_start	
147615743760237	talk_end	
147615744167160	talk_start	
147615744383772	talk_end	
147615744756894	talk_start	
147615744903902	talk_end	
147615745270223	talk_start	
147615745427132	talk_end	
147615745436633	talk_start	
147615745673746	talk_end	
147615746136973	talk_start	
147615746476892	talk_end	
147615746497193	talk_start	
147615746670203	talk_end	
147615747093727	talk_start	
147615747213734	talk_end	
147615748001779	talk_start	
147615748201691	talk_end	
147615751793196	talk_start	
147615751999508	talk_end	
147615752523038	talk_start	
147615752676247	talk_end	
147615753069669	talk_start	
147615753539496	talk_end	
147615753693005	talk_start	
147615753746108	talk_end	
147615753867815	talk_start	
147615753919518	talk_end	
147615753952920	talk_start	
147615754009623	talk_end	
147615754077627	talk_start	
147615754116129	talk_end	
147615754190933	talk_start	
147615754247637	talk_end	
147615754457849	talk_start	
147615754596056	talk_end	
147615755609214	talk_start	
147615755671118	talk_end	
147615755861029	talk_start	
147615755909332	talk_end	
147615756340956	talk_start	
147615756397560	talk_end	
147615756597571	talk_start	
147615756647674	talk_end	
147615756867686	talk_start	
147615756919489	talk_end	
147615757241008	talk_start	
147615757842742	talk_end	
147615758610886	talk_start	
147615758710892	talk_end	
147615758742594	talk_start	
147615758799297	talk_end	
147615758895902	talk_start	
147615758962506	talk_end	
147615758987708	talk_start	
147615759067512	talk_end	
147615759260823	talk_start	
147615759369230	talk_end	
147615759470735	talk_start	
147615759530739	talk_end	
147615759615844	talk_start	
147615759730550	talk_end	
147615760129173	talk_start	
147615760609500	talk_end	
147615761947477	talk_start	
147615762270595	talk_end	
147615762310598	talk_start	
147615762522610	talk_end	
147615764179105	talk_start	
147615764199006	talk_end	
147615764789139	talk_start	
147615765415675	talk_end	
147615765787397	talk_start	
147615765820399	talk_end	
147615766022710	talk_start	
147615766081113	talk_end	
147615766305826	talk_start	
147615766387631	talk_end	
147615766522539	talk_start	
147615766551040	talk_end	
147615766649146	talk_start	
147615766855758	talk_end	
147615767066170	talk_start	
147615767209078	talk_end	
147615767514095	talk_start	
147615767669504	talk_end	
147615767875616	talk_start	
147615768179333	talk_end	
147615768422847	talk_start	
147615768525653	talk_end	
147615768595457	talk_start	
147615768693863	talk_end	
147615768865573	talk_start	
147615768985480	talk_end	
147615769047283	talk_start	
147615769343800	talk_end	
147615769375602	talk_start	
147615769500609	talk_end	
147615769572213	talk_start	
147615769639017	talk_end	
147615769700420	talk_start	
147615769802426	talk_end	
147615770070542	talk_start	
147615770295454	talk_end	
147615770338957	talk_start	
147615770517367	talk_end	
147615770573970	talk_start	
147615771018596	talk_end	
147615771037097	talk_start	
147615771097200	talk_end	
147615771187005	talk_start	
147615771262010	talk_end	
147615771282011	talk_start	
147615771335514	talk_end	
147615771423819	talk_start	
147615771566927	talk_end	
147615772042054	talk_start	
147615772575285	talk_end	
147615772785297	talk_start	
147615773267124	talk_end	
147615773558641	talk_start	
147615773667047	talk_end	
147615773722150	talk_start	
147615773805255	talk_end	
147615773835357	talk_start	
147615773915461	talk_end	
147615774080371	talk_start	
147615774171976	talk_end	
147615774240580	talk_start	
147615774398589	talk_end	
147615774463693	talk_start	
147615774607001	talk_end	
147615774620302	talk_start	
147615774695506	talk_end	
147615774740309	talk_start	
147615774992023	talk_end	
147615775425348	talk_start	
147615775898475	talk_end	
